,Unnamed: 0,id,image,hint,trans,problem,correct_answer,answer,label
409,3389,67091529a346466ccf488ec2,https://ucarecdn.com/f44447e0-ec1c-4a08-b176-5a0623e40c33/,"Double-check your rounding of each term—does 48,7 really become 56?",56-30+12,"""Avrunda termerna till tiotal och beräkna med överslagsräkning.\n\n$48{,}7-29+12{,}2 \\approx$""","[""30""]","[""8""]","[0, 1]"
410,3401,670fffbd9d9c6081aaec6f03,https://ucarecdn.com/3f209b1a-507e-44ef-94cc-d31947c1e425/,Take a closer look at how you place and add the digits for each step of the multiplication.,"  231
⋅ 4
-----
 1224
 1","""$231\\cdot4=$""","[""924""]","[""1224""]","[9, 10]"
411,3418,670f9f4dba4019b25ecf1efa,https://ucarecdn.com/bf484aad-c773-4b52-b7f2-165a5a05934f/,Count carefully the number of times you added 20 to reach 120 to ensure you didn't count one extra glass.,20+20+20+20+20+20=120,"""Samir har 120 kr. Hur många glassar kan han köpa om varje glass kostar 20 kr?\\\nVisa hur du löser uppgiften och skriv svar.""","[""6""]","[""7""]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
412,3436,670f66c6369f3896d8e770e8,https://ucarecdn.com/28e18fe8-1ac1-49f9-9fea-ea883611d913/,"Double-check if you're comparing each number's value correctly, especially where the digit before the comma is less than 2.","2,01-2,09-2,1-2,11,1,999","""Storleksordna talen från den minsta till det största talet.\n\n$2{,}1 \\quad1{,}999 \\quad2{,}01\\quad2{,}11\\quad 2{,}09$""","[""1,999"",""2,01"",""2,09"",""2,1"",""2,11""]","[""2,01"",""2,09"",""2,1"",""2,11"",""1,999""]","[9, 10, 11, 12]"
413,3456,6708f1942519a15bd3f94f75,https://ucarecdn.com/c84cdad7-d431-435c-a6f0-a2be3160aba8/,Double-check the decimal conversion of 4/5 to make sure you got the right value.,"4/5 = 0,6
1,5 + 0,6 = 2,1","""Skriv talen i decimalform och beräkna.\n\n$1{,}5 + {\\Large \\frac{4}{5}} =$""","[""2,3""]","[""2,1""]","[5, 6]"
414,3466,670fa764a75252c2be818697,https://ucarecdn.com/9018a80e-2f0a-4c31-9c6d-b06a2316c5a2/,Check if you used the full formula by multiplying the radius by both 2 and π.,"3,14 * 5
------
15,7","""Vad är omkretsen för en cirkel med radien 5 cm? Använd $\\pi\\approx 3{,}14$.""","[""31,4cm""]","[""15,7""]","[0, 1, 2, 3, 4, 5, 6]"
415,3472,670cc854a080eb74cee9c96b,https://ucarecdn.com/a37c7621-8b2e-4316-a8fd-5d48596d4743/,"Double-check each subtraction step, especially when subtracting the hundreds place.","762-389-300
762
-89
673","""Avrunda talen till heltal och beräkna. \n\n$762{,}4-389{,}1-299{,}5 \\approx$""","[""73""]","[""673""]","[9, 10, 11, 12, 13]"
416,3474,6708df56f875df700ecb093a,https://ucarecdn.com/81e4d373-02c5-4332-a4ee-ad91941d5dba/,Double-check that you copied the numbers exactly as given; it looks like the x coefficient might have been written down incorrectly.,"1232x+88=1320
∴","""Lös ekvationen.\n\n$22x+88=1\\ 232$""","[""x=52""]","[""60""]","[0, 1, 2, 3, 4, 5]"
417,3482,670f5e4656af9bfa8d4515a1,https://ucarecdn.com/f1156bb1-e33a-4db6-9238-930f004760c9/,Check if you correctly used subtraction instead of addition when finding the height from half the base.,"25/2=12,5+3=15,5⋅25=387,5/2=(193,75)","""En triangel har en bas på 25 centimeter och en höjd som är 3 centimeter mindre än hälften av dess bas. Vad är triangelns area?""","[""118,75cm^[2]""]","[""193,75""]",[3]
418,3485,6710125a9d9c6081aaf292f1,https://ucarecdn.com/4fb0c96c-57b8-422c-9c1b-eaff3f002a03/,Check if you used the right values when calculating 24 divided by 3 and 3 multiplied by 6.,18-8=10+12,"""Lös ekvationen. \n\n${\\Large\\frac{24}{3}}-3\\cdot6+12=x$""","[""x=2""]","[""22""]","[0, 1, 2, 3, 4]"
419,3495,670f7a9b434217726ee56c2a,https://ucarecdn.com/def523ad-48c6-4629-9c25-e57b4eceef13/,Check your steps to ensure you're adding all side lengths to calculate perimeter instead of multiplying numbers.,10 * 8 = 80,"""En parallellogram har sidorna 10 mm och 8 mm. Höjden, mot sidan som är 8 mm lång, är 7 mm.\n\nVad är omkretsen?""","[""36mm""]","[""7""]","[8, 9, 10, 11, 12]"
420,3515,670916cffae1558a24f767b6,https://ucarecdn.com/dd60a6c1-c8ce-4550-9952-bf15a60c6d22/,"Be sure to check how you convert square centimeters to square decimeters, since the decimal shift isn’t simply moving the number.","89 = 8,9","""Skriv i enheten kvadratdecimeter.\n\n$89$ cm$^2$""","[""0,89dm^[2]""]","[""8,9""]","[6, 7]"
421,3519,670ffb73fa161106782537a0,https://ucarecdn.com/438296a7-b544-481f-97bb-178d250748b2/,Remember to multiply every term inside the parentheses by 7.,63x-49y-8,"""Förenkla. \n\n$ 7 \\cdot (9 x - 7y - 8) $""","[""63x-49y-56""]","[""63x-49y-8""]",[8]
422,3520,67091acba346466ccf4a49d8,https://ucarecdn.com/3da1fb01-c68f-48c1-a352-da9593eaa826/,Check your work with the common denominator when subtracting the fractions.,4/6 - 1/3 = 3/3,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{4}{6}}-{\\Large\\frac{1}{3}}=$""","[""[1/3]""]","[""[3/3]""]","[8, 9]"
423,3529,670f756a8b32d2ba3efc6d55,https://ucarecdn.com/953890ec-ad02-45c5-9939-585154584e36/,Take a closer look at whether you used the correct formula for circumference rather than a formula that involves squaring the radius.,"5⋅5⋅3,14=75","""En cirkel har diametern 10 cm. Beräkna cirkelns omkrets. Använd $\\pi \\approx 3{,}14$.""","[""31,4cm""]","[""75""]","[0, 1, 2, 3, 4, 5, 6, 7, 8]"
424,3535,6708ef5a2519a15bd3f8a22d,https://ucarecdn.com/f712e550-0e03-4c33-aaa3-e9adb84364e6/,Remember to check that you are using √12 in your calculation instead of 12.,(12*(4+8))/2 = 144/2 = 72,"""I figuren visas ett parallelltrapets.\n\nBeräkna arean. Avrunda till hela kvadratcentimeter."". Problem image: Bilden visar ett parallelltrapets med baslinjerna 8 cm och roten ur 12 cm och höjden är 4 cm.","[""21cm^[2]""]","[""72""]","[0, 1, 2, 3]"
425,3548,670f608f45ae3292b3060ff6,https://ucarecdn.com/493b466c-e764-4552-96f3-6657fb8cd816/,Try re-evaluating how you find each mandarin's cost by dividing the total cost by the number of mandarins before subtracting them.,475-54=421,"""Saja är på marknaden och köper en påse med $10$ mandariner som kostar $54$ rupier.\n\nSajas kompis köper en låda med $100$ mandariner som kostar $475$ rupier. Hur mycket billigare är en mandarin från lådan jämfört med en mandarin från påsen? Svara utan enhet.""","[""0,65""]","[""421""]","[0, 1, 2, 3, 4, 5, 6, 7]"
426,3564,670f775be81399cfb1dbc4da,https://ucarecdn.com/17a05dda-474e-4364-ab9b-0c7577f69d42/,Have another look at how you compare the decimal form of a percentage with a number written as a decimal.,"0,25 20%. $\frac{1}{3}$ $\frac{2}{5}$","""Välj följande tal i storleksordning med det minsta talet först.\n\n$0{,}25 \\hspace{0.5cm} {\\Large\\frac{2}{5}} \\hspace{0.5cm} 20$ % $\\hspace{0.5cm} {\\Large\\frac{1}{3}}$""","[""20 %"",""$0{,}25$"",""${\\Large\\frac{1}{3}}$"",""${\\Large\\frac{2}{5}}$""]","[""$0{,}25$"",""20 %"",""${\\Large\\frac{1}{3}}$"",""${\\Large\\frac{2}{5}}$""]","[0, 1, 2, 3, 4, 5]"
427,3588,6708f0e52519a15bd3f91f10,https://ucarecdn.com/aad91c96-4b59-450c-9995-a86e74e56094/,"Remember to check that you are counting all four corners' angles, not just three.",90 * 3 = 270,"""Beräkna figurens vinkelsumma."". Problem image: Figuren är en rektangel med fyra räta hörn, betecknade med 90 grader. Det finns små kvadratiska utskott vid varje hörn.","[""360°""]","[""270""]","[2, 3]"
428,3591,670f6b2c369f3896d8e8a02a,https://ucarecdn.com/aaaff006-ea91-480f-8b6a-b10891f06145/,Check if you're dividing the correct number by 6 after adding 2 to both sides.,"2+16 = 6z+2-2
6z = 18
$\frac{6z}{6} = \frac{16}{6}$","""Lös ekvationen.\n\n$16 = 6z - 2$""","[""z=3""]","[""2""]","[20, 21, 22, 23]"
429,3595,670cc7f4a080eb74cee9a492,https://ucarecdn.com/181f84b0-9015-486d-b752-a41f9cd8cfb1/,"Take a closer look at how you added the two running distances, as one of them might have been miscalculated.","12,1
-2,5
-----
10","""I ett motionsspår finns tre slingor: röd (2,5 km), gul (5 km) och grön (7,6 km). Hermina springer både den gula och gröna slingan, medan hennes kompis går den röda. Hur mycket längre har Hermina sprungit än vad hennes kompis har gått?"". Problem image: En person som springer.","[""10,1km""]","[""10,7""]","[0, 1, 2]"
430,3618,6708edb88b53e73f113c5f6a,https://ucarecdn.com/c7ba6a19-ff44-4e6b-9de6-1ab88c364151/,"Remember to check your subtraction carefully, as taking half from 3.95 should lower the number more than to 3.90.","3,95 m - 0,5 m = 3,90 m","""Valentina hoppar $3{,}95$ m i längdhopp. Saga hoppar $0{,}5$ m kortare.\n\nHur långt hoppar hon? Svara i meter.""","[""3,45m""]","[""3,90m""]","[9, 10, 11]"
431,3619,670eae7878c6a9e02f8da725,https://ucarecdn.com/2ca561de-0858-4dea-a398-e43f71e17523/,"Double-check if you correctly applied the order of operations in the numerator, especially in the multiplication and addition parts.","(2+3⋅(3+1)) / (6-4) = 18 / 2
3+1=4+2⋅3=
","""Beräkna. \n\n${\\Large\\frac{(2\\ +\\ 3 \\ \\cdot\\  (3\\ +\\ 1))}{(6\\ -\\ 4)}} = $""","[""7""]","[""9""]","[13, 14, 15, 16]"
432,3627,670fa491bf665b7182a8e7aa,https://ucarecdn.com/875cd385-3d63-4d8e-827c-83350efa8e6a/,Take another look at how like terms are combined when moving the x terms to one side.,"10(2x-5)=2(1-3x)
(20x-50)=2-6x
14x-50=2
14x/14 -52/14 =x=3,7","""Lös ekvationen. \n\n$10(2x-5)=2(1-3x)$""","[""x=2""]","[""3,7""]",[14]
433,3631,670fab0ebf665b7182aacacb,https://ucarecdn.com/c05fc7f5-ceb0-4e12-b951-9b7aad517921/,"Take a closer look at your steps to ensure you extract the 4 from each term, not just multiply it with one part.",4 * 8 = 32,"""Bryt ut faktorn $4$ ur uttrycket.\n\n$8x + 40 =$""","[""4(2x+10)""]","[""72""]","[0, 1, 2, 3]"
434,3638,670f903135a696685b1b1e39,https://ucarecdn.com/3595bda5-53c5-4646-b9bb-aa41da58cb4f/,It seems you mixed up multiplication with division and added a negative sign—check that step when calculating base times height.,"15/2 = -7,5","""Beräkna parallellogrammens area."". Problem image: En ritning av en parallellogram med sidorna markerade. Basen är markerad som 5 cm och höjden som 3 cm. En ytterligare sida är markerad som 4 cm.","[""15cm^[2]""]","[""7,5""]","[0, 1, 2, 3]"
435,3667,6708ff7f1be07639a70d69e6,https://ucarecdn.com/7b21fa73-62d7-4ed6-85e8-085e3a66e719/,"Make sure every number you add is a prime number, and double-check your factors.",2+6+6=14,"""Dela upp talet i primtalsfaktorer. Börja med att göra ett faktorträd. Svara med summan av primtalen.\n\n$18$""","[""8""]","[""14""]","[6, 7, 8]"
436,3673,671017729d9c6081aaf41e29,https://ucarecdn.com/9708d913-ecbc-4e51-b609-734053b5acfc/,"Double-check how you converted 2/3 to a decimal, making sure you divide 2 by 3 to get a number less than 1.","2/5 = 0.40
2/3 = 53,3","""Vilket tal är störst?\n\n${\\Large \\frac{2}{3}}$  eller ${\\Large \\frac{2}{5}}$""","[""${\\Large \\frac{2}{3}}$""]","[""${\\Large \\frac{2}{5}}$""]","[12, 13, 14]"
437,3679,670eb315ad3e3ece7ddcafc5,https://ucarecdn.com/5a7969fd-7762-4aba-9b8d-910ba7e8f2e4/,"Double-check your subtraction, as a small miscalculation may have occurred when subtracting 4,91 from 20,67.","20,67-4,91=15,70","""En undersökning 2011 visade att den billigaste mjölken fanns i Warszawa i Polen och kostade $4{,}91$ kr för en liter. Dyrast var mjölken i Oslo i Norge, där den kostade $20{,}67$ kr/liter. Hur stor var prisskillnaden per liter?""","[""15,76kr""]","[""15,70""]","[8, 9, 10, 11, 12, 13, 14]"
438,3683,670f9943937d76225e4cf803,https://ucarecdn.com/55899b13-3bc7-4b27-8502-af66da1fb8e7/,Check your steps to ensure you multiply the number of cookies by their cost and then subtract from the money you have.,7 ⋅ 50 = - 49 - 7,"""En kaka kostar 7 kr. Karin har 50 kr.\n\nHur mycket får hon i växel om hon köper 7 kakor?"". Problem image: En illustration av en stapel med kakor och en enskild kaka bredvid.","[""1kr""]","[""42""]","[0, 1, 2, 3]"
439,3701,670ed6a00555b46a31e26726,https://ucarecdn.com/0be5557a-142d-4f29-8589-9b7de41ed092/,"Double-check that you added two adult tickets, not just one, when setting up your sum.",210 + 88 88 = 386,"""En biobiljett för en vuxen kostar 210 kr och en biljett för ett barn kostar 88 kr. Mamma köper en vuxenbiljett till sig själv och en till sin flickvän. Sen köper hon också två barnbiljetter. Hur mycket behöver hon betala?"". Problem image: En illustration av en biograf med röda säten och en blå skärm.","[""596kr""]","[""386""]","[0, 1, 2, 3, 4, 5, 6, 7]"
440,3709,6708f5001fed23fde90ad8aa,https://ucarecdn.com/65b72e78-cedb-4fe1-a8e4-c41ced5d6087/,"It looks like you may have multiplied instead of dividing, so please recheck which operation fits the problem's setup.","700
.
7
------
4900","""I ett stall finns sju hästar. Varje dag får hästarna 2 kg morötter var. \n\nOm en påse innehåller 700 gram morötter, hur många påsar behöver stallet köpa in per vecka?"". Problem image: En silhuett av en häst.","[""140""]","[""1""]","[0, 1, 2, 3, 4]"
441,3714,670f6dea434217726ee08de6,https://ucarecdn.com/bce6495b-f340-4dff-8cf3-5b470d0281ca/,"Double-check how you multiplied the powers of 10, the exponent might have been reduced too much.","1,2 * 2 * 10^7 = 2,4.","""Antalet biobesök var under ett år i Sverige $20$ miljoner. Antag att en biobiljett i genomsnitt kostade $120$ kr. Hur mycket kostade alla biobesöken sammanlagt? Svara i grundpotensform.""","[""$2,4 \\cdot 10^9$""]","[""$2,4 \\cdot 10^8$""]","[4, 5, 6]"
442,3734,670a772c84cd47c136274032,https://ucarecdn.com/5644cb43-2607-452d-95d5-2c6095fec656/,"Double-check that you copied all parts of the equation correctly, especially the constant terms.","9x+4=6x-19
9x=6x+23
3","""Lös ekvationen.\n\n$9x + 4 = 6x + 19$""","[""x=5""]","[""7""]","[4, 5, 6]"
443,3735,670f7b70434217726ee5c26a,https://ucarecdn.com/665c577d-b2c4-4f89-965d-e39b8acfb859/,Take another look at how you add fractions by keeping the common denominator instead of just adding the numbers.,1/7 + 6/7 = 1,"""Beräkna och svara i bråkform. \n\n$ {\\Large \\frac{1}{7}} + {\\Large \\frac{6}{7}} =$""","[""[7/7]""]","[""1""]",[8]
444,3744,670fa753a75252c2be818149,https://ucarecdn.com/54ead20d-3d13-4353-9693-aa20ecc6e29d/,Double-check the result of 2 × 3 since it seems that multiplication step might be off.,"2*3 = 9
10 + 9 = 19 - 5 = 14","""Beräkna värdet av uttrycket $10+2x-5$ för $x=3$""","[""11""]","[""14""]",[3]
445,3745,670ffde05ea3836d7a654f4e,https://ucarecdn.com/ed77b966-f6ca-496c-803b-013e73e56b7b/,"Check if multiplying the 1/3 by 2/2 was really needed, as it doesn't match the problem's original expression.",$\frac{1 \cdot 2}{3 \cdot 2} \cdot \frac{5}{6} = \frac{10}{6}$,"""Beräkna. Förkorta om det går. \n\n${\\Large \\frac{1}{3}} \\cdot {\\Large \\frac{5}{6}} = $""","[""[5/[18]]""]","[""[[10]/6]""]","[0, 1, 2, 3, 4]"
446,3748,670f643de81399cfb1d55e07,https://ucarecdn.com/71b38cde-12cf-4b9f-919f-f6e08d0e1235/,Remember to divide your multiplication result by 8 to solve for x.,"800
*90
-----
000
72000
-----
72000","""Vilket tal är $x$?\n\n$90 \\cdot 800= x\\cdot 8$""","[""x=9000""]","[""72000""]","[17, 18, 19, 20, 21]"
447,3752,6708e4e68b53e73f11398e76,https://ucarecdn.com/d2b2b005-3173-4ad5-a69b-1a30c2cc8092/,Try adding 5 to 13 instead of subtracting it to get x by itself.,13 - 5 = 8,"""Vilket tal är $x$?\n\n$x-5 = 13$\n\n$x= \\underline{\\hspace{1cm}}$""","[""x=18""]","[""8""]",[2]
448,3754,670905ec2519a15bd30033aa,https://ucarecdn.com/586d7580-79d6-4caf-bf5d-3bc63f895ac5/,"Double-check your addition, especially the step where you add 15 to the number you found.","73-15=58
58/2=29
29+15=34","""Summan av två tal är 73. Det ena talet är 15 större än det andra.\n\nVilket är det största talet?""","[""44""]","[""34""]","[18, 19]"
449,3760,670f87d88b32d2ba3e02c814,https://ucarecdn.com/d42dd277-1c36-42a1-a6c1-7824efd088f7/,Take another look at how you subtracted the numbers and set up your division to get the correct percentage change.,"1200-1320=150
150/1200 = 125","""Hur stor är förändringen? Välj rätt alternativ.\n\n$1\\ 200$ kr ökar till $1\\ 320$ kr""","[""10 %""]","[""12 %""]","[7, 8]"
450,3772,670ec82b130e5877483d3f25,https://ucarecdn.com/1e1da6ef-d775-4fd2-bb2c-e35f10085003/,Check if you mistakenly added parts of the fractions instead of multiplying them throughout your work.,"(7 * 5)/(9 * 5) * (3 * 9)/(5 * 9) = 35/45 + 27/43 = 62
MGN = 45","""Svara med ett bråk i enklaste form. \n\n${\\Large \\frac{7}{9}} \\cdot {\\Large \\frac{3}{5}}=$""","[""[7/[15]]""]","[""[[62]/[45]]""]",[3]
451,3782,670f60be45ae3292b3061e74,https://ucarecdn.com/21ef7698-932f-4bef-8b84-ddba1676610a/,"Double-check if you recorded Nova's amount correctly, as the number you used seems different from the one in the problem.","1  1
124
87
---
211","""Troj har 124 kronor och Nova har 78 kronor. \n\nHur många kronor har de tillsammans?""","[""202kr""]","[""211""]","[4, 5]"
452,3784,670f7fd0aa6ba98823e74404,https://ucarecdn.com/9ba80860-731c-42c4-9cc7-0cd5831393bc/,Check if you should be dividing by 3 instead of multiplying to find the cost for one item.,447 * 3 = 1341,"""Nicole köper tre tröjor för 447 kr. Vilket är priset per styck om alla tre \nkostar lika mycket?""","[""149kr""]","[""1341kr""]",[4]
453,3797,670eb86fad3e3ece7dde6e87,https://ucarecdn.com/e4aa522a-931d-4ac2-b16b-8b99f1634995/,Remember to check how you distribute the negative sign across all the terms in the product.,"9xy-(3x+y)(x+3y)+2x(x+y)
9xy-3x^2+9xy+xy+3y^2+2x^2+2xy
21xy-x^2+3y^2
","""Förenkla. \n\n$9xy-(3x+y)(x+3y)+2x(x+y)$""","[""xy-x^[2]-3y^[2]""]","[""21xy-x^[2]+3y^[2]""]","[8, 9, 10, 11, 12, 13]"
454,3799,670f7bd3e81399cfb1dd8c76,https://ucarecdn.com/0428271c-8e0c-4f1c-9705-51b815278c23/,Check if you converted all measurements to the same unit before subtracting.,"13,80
- 2,7
-----
10,3
","""Alexandra jämför höjden på två av sina växter. Den ena är 2,7 decimeter hög, och den andra är 13 centimeter hög. Hur mycket högre är den högsta växten?"". Problem image: En växt i en kruka.","[""1,4dm""]","[""10,3""]","[0, 1, 2, 3, 4, 5, 6]"
455,3800,670f5e6a56af9bfa8d4520d2,https://ucarecdn.com/917ca871-1d86-4e89-90ee-252fcbb67eea/,Make sure to combine the x terms by adding their coefficients together.,"5x+2-3x
5x-3x+2","""Förenkla uttrycket.\n\n$5x+2-3x$""","[""2x+2""]","[""5x-3x+2""]","[7, 8, 9, 10, 11]"
456,3816,670cc04f05d3a5ce6fc110c1,https://ucarecdn.com/9c90a58f-2393-4fd0-947e-a839a95768c8/,"Double-check that you're dividing 340 by 1295, not subtracting it from 1295 first, to get the right percentage.","1295 - 340 = 955
955 / 1295 = 0.74
100 - 74 = 26","""Hur många hela procent är $340$ kr av $1\\ 295$ kr?""","[""26%""]","[""73""]","[0, 1, 2, 3, 4]"
457,3852,670f664d45ae3292b3080ac4,https://ucarecdn.com/21ba9e57-b67f-412d-b88e-171c1ee3f733/,Be sure to add Carlos's height to Elvira's height to complete the answer.,154 + 19 = 173,"""Elvira är 154 cm och Carlos är 19 cm längre än Elvira. Hur långa är de sammanlagt?""","[""327cm""]","["".""]","[1, 2, 3, 4, 5]"
458,3861,670e9cf8ad3e3ece7dd51612,https://ucarecdn.com/ebebfc4e-eb94-4037-96b8-87a250bef9db/,"Take a closer look at the step where you add 0,7 to both sides to ensure you are handling the change correctly.","x-0,7=0,2
x=1,2","""Vilket tal är $x$?\n\n$x-0{,}7=0{,}2$""","[""x=0,9""]","[""1,2""]","[9, 10, 11]"
459,3865,670f72e745ae3292b30bf70b,https://ucarecdn.com/6553ecf9-af84-41b5-95df-8f56933ddb1f/,Check if you subtracted in the right order from the total number of kulor.,3-19=17,"""Jumanji har $19$ kulor. Han ger bort $3$ kulor. Hur många kulor har Jumanji nu?"". Problem image: Tre färgglada kulor.","[""16""]","[""17""]","[0, 1, 2]"
460,3870,670f85aa8b32d2ba3e02106e,https://ucarecdn.com/6c375c74-4e4a-432c-a22d-f13f2457a902/,Double-check how you're combining the groups—remember to use multiplication for the number of students in each group instead of just adding the group sizes.,13 + 12 = 25,"""På temadagen är eleverna delade i 30 olika grupper: \n\n16 grupper med 13 elever i varje grupp. \n14 grupper med 12 elever i varje grupp.\n\nHur många elever är med på temadagen? *Visa hur du löser uppgiften.*""","[""376""]","[""25""]","[0, 1, 2, 3, 4, 5, 6, 7]"
461,3890,670f8fc2937d76225e4a0d7b,https://ucarecdn.com/203e29b7-08ad-4150-a9aa-b582a211a743/,It looks like you multiplied the full perimeter by 4 instead of dividing by 4 to find the side length first—try checking that step!,48 * 4 = 192,"""En kvadrat har omkretsen $48$ cm. Beräkna kvadratens area.""","[""144cm^[2]""]","[""192""]","[3, 4, 5]"
462,3899,670faddd937d76225e533712,https://ucarecdn.com/ed6427ca-5f9b-4653-8b8f-9ab55ae495dc/,Try rethinking whether adding the percentages directly makes sense when both groups are parts of the same class.,20% + 20% = 40%,"""$20$ % av killarna i en klass har husdjur hemma. Bland tjejerna är det också $20$ % som har husdjur hemma. \n\nHur stor andel av eleverna i klassen har husdjur hemma?""","[""20%""]","[""40%""]","[0, 1, 2, 3]"
463,3901,670ff601c7690c93539bf808,https://ucarecdn.com/c001e671-2778-4ecb-8d6e-c7b1ad3bd802/,"Double-check whether you counted the days correctly, especially if you should include the starting day or not.","30-8=22
22+1=23
23/30","""I juni är varje dag 1/30 av månaden.\n\nHur mycket återstår av juni när kl är 12.00 den 8e juni? Svara i enklaste bråkform.""","[""[3/4]""]","[""[[23]/[30]]""]","[2, 3]"
464,3905,671021bd9d9c6081aaf5e17a,https://ucarecdn.com/7f1306ea-8d40-414d-aeee-be0e546f7376/,"Double-check that when dividing by a fraction, you invert it before multiplying.",4/1 * 1/2 = 1/8 / 1/1 = 8,"""Beräkna och svara i enklaste form.\n\n\n$4{ \\LARGE /} {\\Large\\frac{1}{2}}$""","[""8""]","[""[1/8]""]","[0, 1, 2, 3, 4, 5]"
465,3910,670f5baf73df73cd4845dabf,https://ucarecdn.com/3a51661e-56bc-454b-98b8-002466efba76/,"It looks like the way you substituted x into 4x might need a closer look—make sure you're multiplying 4 by 3 rather than writing ""43.""",43-6=37,"""Beräkna värdet av uttrycket då $x=3$.\n\n$4x-6$""","[""6""]","[""37""]","[0, 1]"
466,3911,670fc5a0850e0f18d37df300,https://ucarecdn.com/93303b23-ac42-4af3-823c-da49d82c03b7/,Try checking if you need to divide the annual 5% rate to get the correct quarterly rate.,"0,05 * 40 000 = 2000 kr","""Du lånar $40\\ 000$ kr. Vilken är räntan på ett kvartal om räntesatsen är $5$ %?""","[""500 kr""]","[""2 000 kr""]","[0, 1, 2]"
467,3913,670ee1c20555b46a31e38fa5,https://ucarecdn.com/570a2d03-6338-40de-8518-e1cf1ebc9117/,"Double-check the number of tens you multiplied—make sure it matches the zeros in 50,000.","$10 \cdot 10 \cdot 10 \cdot 10 \cdot 10=5.000$
$5\times 10^5$","""Write $50,000$ in scientific notation and write 'x' for the multiplication sign.""","[""$5\\times 10^4$""]","[""$5\\times 10^5$""]","[0, 1, 2, 3, 4, 5, 6]"
468,3919,670f63e0ade503780786d2bd,https://ucarecdn.com/0113d083-4bb8-4841-a262-e2f282fc8516/,Check if you applied the fraction two-thirds correctly instead of simply dividing by 3.,"120
2 2/3 = 5kr
120/3 = 40
","""I en spargris finns $120$ mynt. Två tredjedelar av mynten är femkronor. Hur många femkronor finns i spargrisen?""","[""80""]","[""8""]","[9, 10, 11]"
469,3921,670f8d47937d76225e495b94,https://ucarecdn.com/181d3452-6689-418f-b6a1-71b8546621af/,Check the arithmetic in your final step to ensure you're adding and subtracting correctly.,50-30+10=40,"""Avrunda termerna till tiotal och beräkna med överslagsräkning.\n\n$48{,}7-29+12{,}2 \\approx$""","[""30""]","[""40""]","[8, 9]"
470,3929,670fe81f9d9c6081aae50ddc,https://ucarecdn.com/81f962aa-30f9-40ca-adbb-a1969f3932e1/,"Double-check the subtraction, especially how you borrowed digits, to ensure you subtracted 348 correctly from 500.","500-348=
500
348
252","""En burk med 4 liter färg kostar 348 kr. \n\nMattias köper en burk och betalar med 500 kr. Hur mycket får han tillbaka?""","[""152kr""]","[""252""]",[21]
471,3936,670f62fa03162e72bf543998,https://ucarecdn.com/40261c99-ec6b-4035-b308-b0509cd243b6/,Double-check your subtraction step when finding 12.6 minus 2.5 to see if it adds up as expected.,"7,6+5=12,6
12,6-2,5=9,9","""I ett motionsspår finns tre slingor: röd (2,5 km), gul (5 km) och grön (7,6 km). Hermina springer både den gula och gröna slingan, medan hennes kompis går den röda. Hur mycket längre har Hermina sprungit än vad hennes kompis har gått?"". Problem image: En person som springer.","[""10,1km""]","[""9,9km""]","[16, 17]"
472,3943,6708f1d7fe8cab64434b8360,https://ucarecdn.com/d1742864-e529-4d9b-a14e-c62dca5aee2b/,Take another look at your multiplication of 38 by 0.7 to ensure the numbers are combined correctly.,"38
0,7
----
366","""På en roadtrip visar bilens instrumentbräda 38 mil tills tanken är tom. Bilen förbrukar 0,7 liter per mil. Hur mycket bensin är kvar i tanken?"". Problem image: En bild av en instrumentbräda som visar en mätare med olika sektioner färgade i gul, grön, rosa och orange. Mätaren är en indikator för bränslenivå och visar en pil pekandes mot en punkt på mätaren.","[""26,6l""]","[""36,6""]","[7, 8, 9, 10]"
473,3948,670955c901513940a69fd852,https://ucarecdn.com/e9240f2c-2ab8-4e3a-a0ac-4c8d7edf09bb/,Double-check your operation—are you adding the numbers instead of subtracting them?,45-21=24,"""En bagare bakar $45$ bullar på förmiddagen och $21$ bullar på eftermiddagen. \n\nHur många bullar bakar bagaren totalt?""","[""66""]","[""24""]",[4]
474,3949,6708e6eda99d2718d35d0139,https://ucarecdn.com/12a5f151-56d5-4b2e-a7b2-9f97d67a9bab/,Double-check that your fractions have their correct numerators and denominators before subtracting.,6/5 - 4/1 = 2/4,"""Beräkna och svara i enklaste form.\n\n${\\Large\\frac{5}{6}}-{\\Large\\frac{1}{4}}$""","[""[7/[12]]""]","[""[2/4]""]","[0, 1, 2, 3, 4, 5, 6]"
475,3963,670f775703162e72bf5b112a,https://ucarecdn.com/bd5445f1-cf8e-42a8-a58c-62fa61237d64/,Remember to check if you should add instead of subtracting the height difference.,4807 - 1092 = 3715,"""Alpernas högsta berg heter Mont Blanc och är $4\\ 807$ m högt. Afrikas högsta berg, Kilimanjaro är $1\\ 092$ m högre. Hur högt är Kilimanjaro?""","[""5899m""]","[""3715""]",[10]
